"","V1"
"6555",1668
"6556",7205
"6557",2391
"6558",4396
"6559",4410
"6560",906
"6561",3295
"6562",6883
"6563",5854
"6564",3351
"6565",5986
"6566",5986
"6567",4042
"6568",3070
"6569",675
"6570",2712
"6571",1196
"6572",928
"6573",6328
"6574",3758
"6575",1365
"6576",3350
"6577",8064
"6578",4170
"6579",4449
"6580",1114
"6581",2833
"6582",1796
"6583",6907
"6584",3763
"6585",6285
"6586",2180
"6587",5681
"6588",5810
"6589",5014
"6590",13193
"6591",6952
"6592",927
"6593",9170
"6594",4142
"6595",6225
"6596",2628
"6597",4877
"6598",4478
"6599",5670
"6600",3118
"6601",4416
"6602",2855
"6603",1066
"6604",6150
"6605",3835
"6606",5009
"6607",2946
"6608",7187
"6609",9317
"6610",6749
"6611",3311
"6612",2932
"6613",6156
"6614",444
"6615",4750
"6616",3830
"6617",3830
"6618",4341
"6619",2744
"6620",4034
"6621",4873
"6622",674
"6623",6317
"6624",3598
"6625",6130
"6626",5945
"6627",5945
"6628",9123
"6629",6257
"6630",4987
"6631",4002
"6632",5046
"6633",198
"6634",5608
"6635",7256
"6636",72
"6637",5669
"6638",800
"6639",6955
"6640",3485
"6641",2617
"6642",5528
"6643",4307
"6644",2603
"6645",5010
"6646",3620
"6647",6566
"6648",4917
"6649",623
"6650",17564
"6651",697
"6652",5414
"6653",4590
"6654",7213
"6655",3268
"6656",7578
"6657",52
"6658",6167
"6659",965
"6660",9331
"6661",6561
"6662",318
"6663",4665
"6664",5416
"6665",5581
"6666",6875
"6667",5084
"6668",3632
"6669",6530
"6670",186
"6671",1208
"6672",5075
"6673",10208
"6674",8609
"6675",4347
"6676",1303
"6677",9191
"6678",2670
"6679",5133
"6680",4434
"6681",58
"6682",1134
"6683",6056
"6684",3019
"6685",8776
"6686",3950
"6687",1105
"6688",938
"6689",25101
"6690",5700
"6691",6095
"6692",1779
"6693",5277
"6694",5277
"6695",2765
"6696",1309
"6697",4686
"6698",266
"6699",4389
"6700",7897
"6701",7117
"6702",3045
"6703",374
"6704",13416
"6705",10180
"6706",1582
"6707",2355
"6708",4557
"6709",6808
"6710",808
"6711",1147
"6712",14322
"6713",5837
"6714",2625
"6715",6218
"6716",3767
"6717",6944
"6718",6248
"6719",4304
"6720",6719
"6721",1745
"6722",1745
"6723",663
"6724",7434
"6725",11336
"6726",5029
"6727",2888
"6728",2485
"6729",2943
"6730",5633
"6731",5142
"6732",1197
"6733",324
"6734",3886
"6735",10359
"6736",3551
"6737",4628
"6738",6200
"6739",2865
"6740",2077
"6741",4037
"6742",9111
"6743",6177
"6744",3897
"6745",6431
"6746",8166
"6747",6702
"6748",2408
"6749",5071
"6750",5284
"6751",5384
"6752",2983
"6753",3297
"6754",9406
"6755",4444
"6756",3428
"6757",7190
"6758",120
"6759",1661
"6760",4199
"6761",5297
"6762",4280
"6763",5825
"6764",1777
"6765",13546
"6766",6541
"6767",716
"6768",2182
"6769",5097
"6770",909
"6771",5128
"6772",4158
"6773",6155
"6774",3076
"6775",5136
"6776",13566
"6777",5345
"6778",4033
"6779",4915
"6780",4003
"6781",5056
"6782",8325
"6783",3202
"6784",5092
"6785",3642
"6786",4858
"6787",5082
"6788",3482
"6789",5002
"6790",2472
"6791",8970
"6792",4618
"6793",2992
"6794",5487
"6795",352
"6796",3611
"6797",5289
"6798",6120
"6799",10803
"6800",9191
"6801",1376
"6802",2397
"6803",3690
"6804",3610
"6805",939
"6806",5077
"6807",1986
"6808",3191
"6809",2790
"6810",3385
"6811",2001
"6812",3653
"6813",6274
"6814",4519
"6815",12522
"6816",685
"6817",4479
"6818",3252
"6819",3054
"6820",8544
"6821",5093
"6822",4172
"6823",6656
"6824",1175
"6825",4749
"6826",3330
"6827",14458
"6828",3778
"6829",5101
"6830",11318
"6831",6211
"6832",1047
"6833",7372
"6834",3286
"6835",4
"6836",1317
"6837",13688
"6838",5739
"6839",1722
"6840",4706
"6841",9237
"6842",5079
"6843",3191
"6844",2359
"6845",7313
"6846",6631
"6847",6475
"6848",6029
"6849",4726
"6850",5353
"6851",1041
"6852",4633
"6853",8108
"6854",3002
"6855",4078
"6856",8031
"6857",3726
"6858",4058
"6859",8016
"6860",528
"6861",1040
"6862",2822
"6863",1988
"6864",4005
"6865",4555
"6866",7178
"6867",149
"6868",4612
"6869",4060
"6870",5039
"6871",472
"6872",502
"6873",3720
"6874",4955
"6875",5125
"6876",5882
"6877",3154
"6878",7160
"6879",1272
"6880",8053
"6881",6533
"6882",5445
"6883",3525
"6884",5925
"6885",6765
"6886",5291
"6887",3782
"6888",2210
"6889",4128
"6890",6733
"6891",3789
"6892",4499
"6893",2734
"6894",1545
"6895",6496
"6896",1573
"6897",5176
"6898",28
"6899",5816
"6900",2877
"6901",2623
"6902",3808
"6903",5148
"6904",2813
"6905",248
"6906",3477
"6907",7994
"6908",6742
"6909",7094
"6910",735
"6911",316
"6912",3169
"6913",3120
"6914",5041
"6915",6978
"6916",7424
"6917",2929
"6918",3781
"6919",746
"6920",2798
"6921",4439
"6922",3864
"6923",2570
"6924",8672
"6925",3562
"6926",6980
"6927",12724
"6928",4359
"6929",3849
"6930",11920
"6931",1117
"6932",8195
"6933",3802
"6934",6525
"6935",2866
"6936",2451
"6937",3902
"6938",5278
"6939",8180
"6940",4679
"6941",6454
"6942",2648
"6943",5662
"6944",5450
"6945",7355
"6946",6824
"6947",4861
"6948",4257
"6949",1979
"6950",7246
"6951",3736
"6952",4448
"6953",6467
"6954",1736
"6955",5663
"6956",394
"6957",9130
"6958",2327
"6959",5636
"6960",7978
"6961",5666
"6962",4600
"6963",5228
"6964",7369
"6965",11880
"6966",1760
"6967",3170
"6968",7503
"6969",5383
"6970",320
"6971",320
"6972",8510
"6973",2471
"6974",5983
"6975",7726
"6976",4176
"6977",3398
"6978",6056
"6979",5179
"6980",6710
"6981",2986
"6982",6961
"6983",3469
"6984",3339
"6985",534
"6986",1238
"6987",1385
"6988",4990
"6989",4666
"6990",10279
"6991",2298
"6992",3151
"6993",10610
"6994",3883
"6995",3326
"6996",2668
"6997",4945
"6998",7043
"6999",2772
"7000",3580
"7001",6069
"7002",2497
"7003",5448
"7004",5448
"7005",4526
"7006",414
"7007",3983
"7008",4784
"7009",584
"7010",5761
"7011",2273
"7012",5648
"7013",5132
"7014",2641
"7015",8378
"7016",3570
"7017",2711
"7018",1428
"7019",5185
"7020",9773
"7021",5740
"7022",3557
"7023",5427
"7024",3290
"7025",903
"7026",1406
"7027",582
"7028",4847
"7029",4932
"7030",5903
"7031",867
"7032",12292
"7033",6942
"7034",1015
"7035",6491
"7036",5089
"7037",6170
"7038",2156
"7039",14091
"7040",4693
"7041",423
"7042",7525
"7043",442
"7044",8004
"7045",5187
"7046",3843
"7047",6192
"7048",6046
"7049",362
"7050",7031
"7051",5338
"7052",4736
"7053",6253
"7054",234
"7055",1320
"7056",2990
"7057",4785
"7058",366
"7059",2911
"7060",6262
"7061",5216
"7062",5215
"7063",1816
"7064",8909
"7065",3775
"7066",4203
"7067",5072
"7068",2708
"7069",2352
"7070",88
"7071",88
"7072",2161
"7073",2361
"7074",5017
"7075",7393
"7076",3725
"7077",6797
"7078",5374
"7079",2691
"7080",4965
"7081",3524
"7082",116
"7083",923
"7084",1145
"7085",7593
"7086",3404
"7087",11090
"7088",2662
"7089",1018
"7090",6893
"7091",7883
"7092",7223
"7093",3552
"7094",5090
"7095",4917
"7096",12739
"7097",5293
"7098",4292
"7099",5805
"7100",6201
"7101",6264
"7102",147
"7103",3975
"7104",2178
"7105",11925
"7106",3740
"7107",4191
"7108",476
"7109",2978
"7110",5286
"7111",4320
"7112",2981
"7113",6448
"7114",9674
"7115",5646
"7116",7584
"7117",1069
"7118",3779
"7119",7654
"7120",4442
"7121",6305
"7122",4501
"7123",1217
"7124",4778
"7125",1938
"7126",3492
"7127",2417
"7128",290
"7129",5573
"7130",3750
"7131",4393
"7132",14851
"7133",140
"7134",6386
"7135",4636
"7136",2898
"7137",3112
"7138",5796
"7139",1068
"7140",6758
"7141",3177
"7142",9687
"7143",3113
"7144",4794
"7145",5087
"7146",4769
"7147",9241
"7148",1224
"7149",5281
"7150",6176
"7151",973
"7152",4423
"7153",7633
"7154",6654
"7155",2831
"7156",4587
"7157",5626
"7158",8263
"7159",8092
"7160",6627
"7161",2938
"7162",6997
"7163",5580
"7164",4084
"7165",8393
"7166",8058
"7167",6350
"7168",911
"7169",6154
"7170",4954
"7171",20736
"7172",5535
"7173",7137
"7174",4095
"7175",8987
"7176",3583
"7177",5495
"7178",5978
"7179",8142
"7180",5183
"7181",7130
"7182",5576
"7183",2974
"7184",6149
"7185",3588
"7186",9796
"7187",7961
"7188",330
"7189",3305
"7190",4057
"7191",8264
"7192",1910
"7193",9598
"7194",6636
"7195",6945
"7196",6625
"7197",3717
"7198",4346
"7199",5194
"7200",4318
"7201",5758
"7202",5298
"7203",1697
"7204",6658
"7205",540
"7206",943
"7207",641
"7208",3367
"7209",2350
"7210",2836
"7211",2337
"7212",1167
"7213",4190
"7214",1696
"7215",8161
"7216",2098
"7217",4431
"7218",5088
"7219",6969
"7220",9052
"7221",3820
"7222",3593
"7223",5867
"7224",8218
"7225",5366
"7226",1267
"7227",2977
"7228",3369
"7229",5682
"7230",6664
"7231",5015
"7232",2452
"7233",9473
"7234",5834
"7235",2476
"7236",7703
"7237",3729
"7238",3866
"7239",9394
"7240",5070
"7241",4295
"7242",6140
"7243",4238
"7244",6825
"7245",2886
"7246",7209
"7247",4276
"7248",7067
"7249",2761
"7250",5322
"7251",2441
"7252",4991
"7253",2171
"7254",5315
"7255",8584
"7256",3730
"7257",3227
"7258",2267
"7259",6554
"7260",2597
"7261",1412
"7262",1195
"7263",5645
"7264",10589
"7265",6678
"7266",1148
"7267",2008
"7268",7220
"7269",4474
"7270",3416
"7271",6377
"7272",5931
"7273",3384
"7274",5635
"7275",104
"7276",4868
"7277",5172
"7278",8329
"7279",3561
"7280",4275
"7281",2377
"7282",2377
"7283",4565
"7284",10900
"7285",490
"7286",3539
"7287",2161
"7288",2952
"7289",342
"7290",1106
"7291",4683
"7292",3942
"7293",10982
"7294",1866
"7295",7610
"7296",2436
"7297",2615
"7298",2803
"7299",6994
"7300",637
"7301",3328
"7302",406
"7303",5425
"7304",440
"7305",3745
"7306",4035
"7307",2793
"7308",4421
"7309",5243
"7310",3411
"7311",2601
"7312",7199
"7313",3915
"7314",5783
"7315",7492
"7316",2561
"7317",1212
"7318",5409
"7319",4132
"7320",5734
"7321",3297
"7322",358
"7323",1612
"7324",2374
"7325",7739
"7326",7532
"7327",2701
"7328",3766
"7329",5095
"7330",3550
"7331",4071
"7332",5014
"7333",2910
"7334",6180
"7335",5244
"7336",3034
"7337",7646
"7338",440
"7339",1565
"7340",6745
"7341",3754
"7342",2626
"7343",7527
"7344",3954
"7345",6524
"7346",3882
"7347",1384
"7348",3910
"7349",5484
"7350",2614
"7351",6116
"7352",4228
"7353",5443
"7354",1080
"7355",5310
"7356",3152
"7357",328
"7358",7482
"7359",167
"7360",3678
"7361",4424
"7362",2190
"7363",3302
"7364",4677
"7365",5671
"7366",6988
"7367",4806
"7368",4125
"7369",733
"7370",7295
"7371",8133
"7372",1726
"7373",1555
"7374",7546
"7375",6112
"7376",7229
"7377",2265
"7378",3943
"7379",2677
"7380",2190
"7381",2638
"7382",5119
"7383",4339
"7384",740
"7385",5405
"7386",5405
"7387",777
"7388",734
"7389",2506
"7390",7334
"7391",710
"7392",224
"7393",4018
"7394",1265
"7395",6614
"7396",4916
"7397",3803
"7398",3379
"7399",6044
"7400",6036
"7401",8509
"7402",4123
"7403",4107
"7404",6568
"7405",1988
"7406",6463
"7407",5379
"7408",9521
"7409",4321
"7410",4049
"7411",5572
"7412",418
"7413",9194
"7414",2420
"7415",3677
"7416",2038
"7417",5430
"7418",5033
"7419",4721
"7420",1060
"7421",460
"7422",4722
"7423",570
"7424",11225
"7425",940
"7426",6145
"7427",4985
"7428",4872
"7429",3923
"7430",2324
"7431",3747
"7432",4978
"7433",3255
"7434",2266
"7435",2404
"7436",3377
"7437",5233
"7438",8904
"7439",5008
"7440",5011
"7441",4913
"7442",6550
"7443",10599
"7444",8238
"7445",3462
"7446",4703
"7447",1311
"7448",5310
"7449",1954
"7450",442
"7451",5956
"7452",6382
"7453",6751
"7454",2450
"7455",536
"7456",6547
"7457",3753
"7458",3243
"7459",4206
"7460",3771
"7461",1691
"7462",3335
"7463",5325
"7464",12942
"7465",2787
"7466",6737
"7467",4912
"7468",2723
"7469",3314
"7470",6912
"7471",2404
"7472",7463
"7473",4644
"7474",8861
"7475",2342
"7476",653
"7477",7794
"7478",5332
"7479",4154
"7480",681
"7481",2051
"7482",3070
"7483",4533
"7484",3157
"7485",4592
"7486",209
"7487",8043
"7488",5844
"7489",3866
"7490",1152
"7491",5259
"7492",2093
"7493",5919
"7494",4404
"7495",3238
"7496",2900
"7497",2516
"7498",4375
"7499",3565
"7500",6723
"7501",9165
"7502",6529
"7503",3674
"7504",1383
"7505",2797
"7506",6563
"7507",1982
"7508",6509
"7509",1290
"7510",3939
"7511",3761
"7512",983
"7513",4690
"7514",159
"7515",3567
"7516",5202
"7517",4093
"7518",3059
"7519",3057
"7520",8491
"7521",2396
"7522",2086
"7523",1621
"7524",5723
"7525",5336
"7526",6639
"7527",6383
"7528",4596
"7529",927
"7530",4062
"7531",9347
"7532",6753
"7533",3571
"7534",1628
"7535",4221
"7536",3160
"7537",2126
"7538",8659
"7539",5643
"7540",1291
"7541",5487
"7542",3873
"7543",5772
"7544",2191
"7545",4637
"7546",4185
"7547",8638
"7548",7725
"7549",3483
"7550",964
"7551",502
"7552",5532
"7553",2613
"7554",5852
"7555",4219
"7556",4934
"7557",12025
"7558",4781
"7559",1687
"7560",1312
"7561",4965
"7562",2729
"7563",4150
"7564",5113
"7565",9820
"7566",1437
"7567",3234
"7568",3852
"7569",5287
"7570",10649
"7571",474
"7572",5493
"7573",2736
"7574",2287
"7575",5525
"7576",2699
"7577",1153
"7578",945
"7579",1705
"7580",841
"7581",4264
"7582",5500
"7583",3894
"7584",1665
"7585",6250
"7586",2344
"7587",4691
"7588",482
"7589",3351
"7590",1547
"7591",6014
"7592",3582
"7593",4774
"7594",1090
"7595",7363
"7596",7122
"7597",7485
"7598",2601
"7599",4940
"7600",5950
"7601",1185
"7602",7180
"7603",4275
"7604",3895
"7605",4969
"7606",2972
"7607",2972
"7608",5822
"7609",3952
"7610",256
"7611",559
"7612",6694
"7613",4338
"7614",4391
"7615",5509
"7616",6369
"7617",3734
"7618",6807
"7619",4197
"7620",9217
"7621",3429
"7622",1276
"7623",544
"7624",3278
"7625",647
"7626",10771
"7627",13419
"7628",4980
"7629",4210
"7630",6374
"7631",3410
"7632",2007
"7633",5847
"7634",4081
"7635",3748
"7636",4487
"7637",6675
"7638",230
"7639",5482
"7640",4746
"7641",6899
"7642",2624
"7643",4041
"7644",7277
"7645",6929
"7646",7135
"7647",8159
"7648",6052
"7649",3660
"7650",3193
"7651",2739
"7652",5539
"7653",5694
"7654",3381
"7655",5948
"7656",3940
"7657",1050
"7658",2750
"7659",4849
"7660",2059
"7661",226
"7662",2351
"7663",4306
"7664",6487
"7665",2771
"7666",5499
"7667",1809
"7668",3687
"7669",5022
"7670",4612
"7671",362
"7672",6532
"7673",3837
"7674",6235
"7675",2811
"7676",346
"7677",747
"7678",1218
"7679",6321
"7680",8026
"7681",5724
"7682",3899
"7683",3766
"7684",8291
"7685",6889
"7686",5560
"7687",4412
"7688",8002
"7689",675
"7690",5347
"7691",2421
"7692",2894
"7693",2031
"7694",4072
"7695",368
"7696",4243
"7697",3190
"7698",4996
"7699",6683
"7700",3441
"7701",1371
"7702",3747
"7703",2868
"7704",4457
"7705",3592
"7706",4743
"7707",1438
"7708",1103
"7709",6800
"7710",6022
"7711",1055
"7712",7243
"7713",5028
"7714",272
"7715",788
"7716",3931
"7717",4419
"7718",3588
"7719",1059
"7720",1789
"7721",6068
"7722",1007
"7723",4263
"7724",3900
"7725",4396
"7726",1113
"7727",9184
"7728",3817
"7729",4469
"7730",3488
"7731",1255
"7732",5329
"7733",699
"7734",2783
"7735",7412
"7736",2962
"7737",8111
"7738",2316
"7739",4189
"7740",6494
"7741",4324
"7742",5083
"7743",7357
"7744",4554
"7745",2863
"7746",2497
"7747",4723
"7748",5913
"7749",3521
"7750",960
"7751",8022
"7752",4527
"7753",4931
"7754",2165
"7755",7322
"7756",5593
"7757",4629
"7758",4112
"7759",7231
"7760",7464
"7761",322
"7762",4109
"7763",6761
"7764",7677
"7765",5019
"7766",4325
"7767",8245
"7768",6318
"7769",4494
"7770",4685
"7771",993
"7772",4309
"7773",4816
"7774",7203
"7775",5525
"7776",5912
"7777",2427
"7778",6464
"7779",2192
"7780",6016
"7781",4542
"7782",286
"7783",183
"7784",3547
"7785",5549
"7786",3791
"7787",5109
"7788",4885
"7789",4364
"7790",6313
"7791",1803
"7792",3253
"7793",4032
"7794",4975
"7795",2737
"7796",7563
"7797",4097
"7798",3319
"7799",5774
"7800",4096
"7801",2173
"7802",5861
"7803",8298
"7804",4720
"7805",1465
"7806",282
"7807",3298
"7808",3376
"7809",7037
"7810",793
"7811",763
"7812",8227
"7813",639
"7814",6354
"7815",3706
"7816",10621
"7817",5092
"7818",4615
"7819",6575
"7820",3991
"7821",2842
"7822",1775
"7823",2834
"7824",1046
"7825",3774
"7826",830
"7827",5898
"7828",2346
"7829",9121
"7830",3058
"7831",7611
"7832",1058
"7833",4326
"7834",5637
"7835",8158
"7836",4823
"7837",11210
"7838",4648
"7839",935
"7840",2567
"7841",4615
"7842",4502
"7843",8246
"7844",5030
"7845",5497
"7846",5515
"7847",758
"7848",1064
"7849",6559
"7850",6441
"7851",3086
"7852",1410
"7853",5568
"7854",3408
"7855",5567
"7856",2682
"7857",962
"7858",6135
"7859",6264
"7860",4043
"7861",4584
"7862",5799
"7863",3198
"7864",5800
"7865",6259
"7866",5976
"7867",5975
"7868",3453
"7869",10331
"7870",4678
"7871",9365
"7872",5105
"7873",5636
"7874",3850
"7875",3141
"7876",2035
"7877",4697
"7878",1683
"7879",4724
"7880",368
"7881",6747
"7882",11333
"7883",2397
"7884",2385
"7885",3298
"7886",6849
"7887",4863
"7888",3964
"7889",6006
"7890",7081
"7891",1936
"7892",10685
"7893",10216
"7894",1667
"7895",8886
"7896",4215
"7897",2386
"7898",2804
"7899",3042
"7900",5872
"7901",3334
"7902",3995
"7903",5861
"7904",1361
"7905",5616
"7906",5615
"7907",4302
"7908",3966
"7909",7929
"7910",1150
"7911",1470
"7912",5880
"7913",3757
"7914",2659
"7915",2376
"7916",8807
"7917",1986
"7918",3950
"7919",5990
"7920",3617
"7921",4373
"7922",6379
"7923",3795
"7924",13767
"7925",5714
"7926",6190
"7927",3440
"7928",4534
"7929",1009
"7930",1009
"7931",1479
"7932",821
"7933",2618
"7934",2840
"7935",4761
"7936",4443
"7937",5770
"7938",4435
"7939",3036
"7940",4211
"7941",2833
"7942",2842
"7943",3129
"7944",7225
"7945",5638
"7946",4473
"7947",3421
"7948",2046
"7949",5037
"7950",1911
"7951",5927
"7952",3956
"7953",9266
"7954",3579
"7955",5630
"7956",3348
"7957",3327
"7958",242
"7959",6312
"7960",3532
"7961",1872
"7962",6754
"7963",2780
"7964",1297
"7965",4773
"7966",3619
"7967",7521
"7968",4582
"7969",2189
"7970",3698
"7971",5908
"7972",2515
"7973",1096
"7974",6146
"7975",5715
"7976",3959
"7977",3851
"7978",5653
"7979",3273
"7980",6026
"7981",7410
"7982",8761
"7983",8269
"7984",4192
"7985",7599
"7986",3537
"7987",570
"7988",5846
"7989",488
"7990",1835
"7991",520
"7992",1810
"7993",4027
"7994",2885
"7995",4828
"7996",5449
"7997",7617
"7998",4452
"7999",4226
"8000",9882
"8001",631
"8002",3489
"8003",5197
"8004",3549
"8005",7713
"8006",1188
"8007",2312
"8008",3566
"8009",6234
"8010",5672
"8011",4558
"8012",8300
"8013",5430
"8014",7458
"8015",2949
"8016",5317
"8017",6277
"8018",1737
"8019",7156
"8020",5476
"8021",350
"8022",4673
"8023",7852
"8024",2229
"8025",1023
"8026",1043
"8027",7360
"8028",3085
"8029",3296
"8030",2757
"8031",2666
"8032",3621
"8033",3794
"8034",3760
"8035",5784
"8036",2867
"8037",8880
"8038",4113
"8039",7595
"8040",4630
"8041",2886
"8042",5540
"8043",5274
"8044",2078
"8045",6018
"8046",12400
"8047",5872
"8048",5909
"8049",2944
"8050",3731
"8051",859
"8052",6598
"8053",2763
"8054",3984
"8055",2573
"8056",2568
"8057",1274
"8058",6701
"8059",6601
"8060",9274
"8061",2667
"8062",3807
"8063",5016
"8064",2917
"8065",1057
"8066",2845
"8067",5651
"8068",2817
"8069",3827
"8070",9910
"8071",1350
"8072",3455
"8073",4713
"8074",1215
"8075",1419
"8076",6884
"8077",6013
"8078",9470
"8079",8565
"8080",1130
"8081",4355
"8082",8917
"8083",9576
"8084",2087
"8085",4884
"8086",4654
"8087",5527
"8088",4031
"8089",5779
"8090",10732
"8091",1211
"8092",2807
"8093",3113
"8094",4905
"8095",4256
"8096",5736
"8097",4386
"8098",6635
"8099",6999
"8100",6583
"8101",1157
"8102",8717
"8103",1282
"8104",1754
"8105",6897
"8106",627
"8107",651
"8108",4130
"8109",4313
"8110",10444
"8111",3551
"8112",3467
"8113",3989
"8114",1033
"8115",5725
"8116",2628
"8117",5966
"8118",6187
"8119",4433
"8120",2606
"8121",2740
"8122",58
"8123",5306
"8124",3198
"8125",3060
"8126",3863
"8127",5995
"8128",9734
"8129",7954
"8130",4947
"8131",506
"8132",3400
"8133",643
"8134",4838
"8135",2324
"8136",2043
"8137",3714
"8138",3225
"8139",8363
"8140",4695
"8141",3304
"8142",1013
"8143",3770
"8144",4138
"8145",3254
"8146",3478
"8147",4148
"8148",5837
"8149",1264
"8150",6650
"8151",1943
"8152",6981
"8153",2481
"8154",4631
"8155",7096
"8156",7257
"8157",7099
"8158",1475
"8159",7218
"8160",3437
"8161",8066
"8162",2360
"8163",7568
"8164",782
"8165",967
"8166",1494
"8167",5848
"8168",899
"8169",2688
"8170",7010
"8171",5315
"8172",3207
"8173",3516
"8174",4401
"8175",2997
"8176",1932
"8177",6878
"8178",1706
"8179",5237
"8180",5924
"8181",3696
"8182",4171
"8183",6918
"8184",1770
"8185",4245
"8186",1223
"8187",3862
"8188",5706
"8189",7168
"8190",5287
"8191",408
"8192",3464
"8193",13662
"8194",2411
"8195",2357
"8196",3613
"8197",3267
"8198",4096
"8199",7296
"8200",3978
"8201",1214
"8202",3088
"8203",5121
"8204",3420
"8205",3969
"8206",8273
"8207",4371
"8208",1438
"8209",4004
"8210",9146
"8211",2959
"8212",4998
"8213",1812
"8214",3106
"8215",4242
"8216",6398
"8217",4531
"8218",5153
"8219",2802
"8220",4277
"8221",4832
"8222",1999
"8223",5542
"8224",7278
"8225",6877
"8226",5207
"8227",4731
"8228",6330
"8229",7215
"8230",6064
"8231",1289
"8232",4437
"8233",7001
"8234",42
"8235",2193
"8236",3879
"8237",3878
"8238",3544
"8239",465
"8240",8693
"8241",3962
"8242",10497
"8243",3077
"8244",1324
"8245",2139
"8246",8427
"8247",4285
"8248",8383
"8249",3281
"8250",5709
"8251",6128
"8252",3933
"8253",3306
"8254",3306
"8255",9921
"8256",94
"8257",1589
"8258",5764
"8259",1663
"8260",6770
"8261",3229
"8262",4077
"8263",3980
"8264",3980
"8265",6078
"8266",7517
"8267",1169
"8268",7365
"8269",6278
"8270",3658
"8271",1104
"8272",5429
"8273",130
"8274",4257
"8275",9093
"8276",11890
"8277",5182
"8278",2547
"8279",226
"8280",254
